"beer_1" "beer_2" "difference"
"Sweet Stout" "American Wheat or Rye Beer" "0.925721727627163"
"Sweet Stout" "Belgian Pale Ale" "0.964602402745995"
"Sweet Stout" "American Wheat Beer" "0.960472824727014"
"Sweet Stout" "Extra Special/Strong Bitter (ESB)" "0.962586888373995"
"Sweet Stout" "English IPA" "0.96238932751866"
"Sweet Stout" "Cream Ale" "0.933226995524794"
"Sweet Stout" "Double IPA" "0.968327628728962"
"Sweet Stout" "Kölsch" "0.953756674294432"
"Sweet Stout" "Weizen/Weissbier" "0.958002422937138"
"Sweet Stout" "Weissbier" "0.939597139825973"
"Sweet Stout" "California Common Beer" "0.875748306751147"
"Sweet Stout" "Witbier" "0.924817973788226"
"Sweet Stout" "Irish Red Ale" "0.898066205887389"
"Sweet Stout" "Imperial IPA" "0.912524857589795"
"Sweet Stout" "Blonde Ale" "0.939969488939741"
"Sweet Stout" "American Amber Ale" "0.939850936928492"
"Sweet Stout" "Saison" "0.898126497142266"
"Sweet Stout" "American Pale Ale" "0.961235660716762"
"Sweet Stout" "American IPA" "0.929216236276639"
"Weizen/Weissbier" "Imperial Stout" "0.951622739081119"
"Weizen/Weissbier" "Russian Imperial Stout" "0.962971342383107"
"Weizen/Weissbier" "Sweet Stout" "0.958002422937138"
"Weizen/Weissbier" "American Stout" "0.951564248528195"
"Weizen/Weissbier" "Imperial IPA" "0.86192519120061"
"Oatmeal Stout" "International Pale Lager" "0.945814536340852"
"Oatmeal Stout" "Specialty IPA: Rye IPA" "0.952599946468112"
"Oatmeal Stout" "Standard/Ordinary Bitter" "0.947725315113434"
"Oatmeal Stout" "Märzen" "0.967237854315361"
"Oatmeal Stout" "Belgian Golden Strong Ale" "0.955722276073459"
"Oatmeal Stout" "Bohemian Pilsener" "0.963252286560557"
"Oatmeal Stout" "Munich Helles" "0.952333358212103"
"Oatmeal Stout" "Special/Best/Premium Bitter" "0.949516648764769"
"Oatmeal Stout" "Oktoberfest/Märzen" "0.966986883708265"
"Oatmeal Stout" "Best Bitter" "0.945744429280857"
"Oatmeal Stout" "Vienna Lager" "0.949785177228786"
"Oatmeal Stout" "Berliner Weisse" "0.95156056620742"
"Oatmeal Stout" "Specialty IPA: Red IPA" "0.949171933155147"
"Oatmeal Stout" "German Pilsner (Pils)" "0.95723891225862"
"Oatmeal Stout" "Strong Bitter" "0.957259887458518"
"Oatmeal Stout" "Belgian Blond Ale" "0.97031149301826"
"Oatmeal Stout" "Fruit Beer" "0.870162352199066"
"Oatmeal Stout" "Spice  Herb  or Vegetable Beer" "0.853450728610908"
"Oatmeal Stout" "Belgian Dubbel" "0.908904716715506"
"Oatmeal Stout" "Belgian Tripel" "0.936430122013584"
"Oatmeal Stout" "American Wheat or Rye Beer" "0.933235242504826"
"Oatmeal Stout" "Belgian Pale Ale" "0.961365467239527"
"Oatmeal Stout" "American Wheat Beer" "0.96395505403763"
"Oatmeal Stout" "Extra Special/Strong Bitter (ESB)" "0.957823353726906"
"Oatmeal Stout" "English IPA" "0.967477125873772"
"Oatmeal Stout" "Cream Ale" "0.928441794140524"
"Oatmeal Stout" "Double IPA" "0.975329314433454"
"Oatmeal Stout" "Kölsch" "0.952730039384175"
"Oatmeal Stout" "Weissbier" "0.938461761770032"
"Oatmeal Stout" "California Common Beer" "0.858398328916332"
"Oatmeal Stout" "Witbier" "0.929557660384728"
"Oatmeal Stout" "Imperial IPA" "0.918161850542471"
"Oatmeal Stout" "Blonde Ale" "0.943167442415563"
"Oatmeal Stout" "American Amber Ale" "0.935998559220771"
"Oatmeal Stout" "Saison" "0.893027224848392"
"Oatmeal Stout" "American Pale Ale" "0.960103884879223"
"Oatmeal Stout" "American IPA" "0.936004934285851"
"Weissbier" "Foreign Extra Stout" "0.862785862785863"
"Weissbier" "Imperial Stout" "0.875682960588621"
"Weissbier" "Brown Porter" "0.852390852390852"
"Weissbier" "Dry Stout" "0.862785862785863"
"Weissbier" "Russian Imperial Stout" "0.959577677224736"
"Weissbier" "Belgian Dubbel" "0.870885897099489"
"Weissbier" "Specialty IPA: Black IPA" "0.854469854469854"
"Weissbier" "American Porter" "0.939252505517566"
"Weissbier" "Robust Porter" "0.948734676320883"
"Weissbier" "Sweet Stout" "0.939597139825973"
"Weissbier" "Oatmeal Stout" "0.938461761770032"
"Weissbier" "American Stout" "0.952484742807323"
"Weissbier" "Imperial IPA" "0.874313692194487"
"California Common Beer" "Foreign Extra Stout" "0.862383992032233"
"California Common Beer" "Imperial Stout" "0.888396158691029"
"California Common Beer" "Dry Stout" "0.862184005365998"
"California Common Beer" "Russian Imperial Stout" "0.905773967878609"
"California Common Beer" "Robust Porter" "0.854554381100907"
"California Common Beer" "Sweet Stout" "0.875748306751147"
"California Common Beer" "Oatmeal Stout" "0.858398328916332"
"California Common Beer" "American Stout" "0.86451779160484"
"Witbier" "Baltic Porter" "0.876320247258462"
"Witbier" "Foreign Extra Stout" "0.886124401913876"
"Witbier" "Imperial Stout" "0.88725673532029"
"Witbier" "British Brown Ale" "0.862200956937799"
"Witbier" "Belgian Dark Strong Ale" "0.872237302171513"
"Witbier" "Brown Porter" "0.873684210526316"
"Witbier" "Dry Stout" "0.888038277511962"
"Witbier" "Russian Imperial Stout" "0.922441129561873"
"Witbier" "Specialty IPA: Black IPA" "0.885167464114832"
"Witbier" "American Porter" "0.89435509181863"
"Witbier" "Robust Porter" "0.931864928779629"
"Witbier" "Sweet Stout" "0.924817973788226"
"Witbier" "Oatmeal Stout" "0.929557660384728"
"Witbier" "American Brown Ale" "0.866364998552674"
"Witbier" "American Stout" "0.932317032147253"
"Witbier" "Imperial IPA" "0.868239734395189"
"American Brown Ale" "International Pale Lager" "0.896215895610913"
"American Brown Ale" "Belgian Golden Strong Ale" "0.919711830570263"
"American Brown Ale" "Bohemian Pilsener" "0.898581904453791"
"American Brown Ale" "Munich Helles" "0.929086344625904"
"American Brown Ale" "Imperial Stout" "0.880466374423267"
"American Brown Ale" "Berliner Weisse" "0.915032084512568"
"American Brown Ale" "German Pilsner (Pils)" "0.870000940630536"
"American Brown Ale" "Belgian Blond Ale" "0.953860273459449"
"American Brown Ale" "Russian Imperial Stout" "0.915609517828484"
"American Brown Ale" "Belgian Tripel" "0.928629995304941"
"American Brown Ale" "American Wheat or Rye Beer" "0.876185973408639"
"American Brown Ale" "American Wheat Beer" "0.913837832960166"
"American Brown Ale" "English IPA" "0.867912839335954"
"American Brown Ale" "Cream Ale" "0.883276650947531"
"American Brown Ale" "Double IPA" "0.921107137760904"
"American Brown Ale" "Kölsch" "0.909837315709202"
"American Brown Ale" "Witbier" "0.866364998552674"
"American Brown Ale" "Imperial IPA" "0.893237124848447"
"American Brown Ale" "Blonde Ale" "0.894077126386548"
"American Brown Ale" "American Pale Ale" "0.908574283733659"
"American Brown Ale" "American IPA" "0.893100213596849"
"Irish Red Ale" "Munich Helles" "0.855925149516"
"Irish Red Ale" "Imperial Stout" "0.88265306122449"
"Irish Red Ale" "Berliner Weisse" "0.863590711875301"
"Irish Red Ale" "Belgian Blond Ale" "0.905139634801289"
"Irish Red Ale" "Russian Imperial Stout" "0.946238495398159"
"Irish Red Ale" "Belgian Tripel" "0.908005554038059"
"Irish Red Ale" "Double IPA" "0.932327183607343"
"Irish Red Ale" "Kölsch" "0.851360544217687"
"Irish Red Ale" "Sweet Stout" "0.880039773346409"
"Irish Red Ale" "American Stout" "0.915894397461218"
"Irish Red Ale" "Imperial IPA" "0.873434473126999"
"American Stout" "International Pale Lager" "0.946815550041357"
"American Stout" "Specialty IPA: Rye IPA" "0.925060428662057"
"American Stout" "Standard/Ordinary Bitter" "0.941696593969087"
"American Stout" "Märzen" "0.942572451164552"
"American Stout" "Belgian Golden Strong Ale" "0.928319615082007"
"American Stout" "Bohemian Pilsener" "0.971885104143169"
"American Stout" "Munich Helles" "0.955222537914283"
"American Stout" "Special/Best/Premium Bitter" "0.958045465616236"
"American Stout" "Oktoberfest/Märzen" "0.94303754703573"
"American Stout" "Best Bitter" "0.959099854539232"
"American Stout" "Vienna Lager" "0.959396630534152"
"American Stout" "Berliner Weisse" "0.943227630045004"
"American Stout" "Specialty IPA: Red IPA" "0.936682247484948"
"American Stout" "German Pilsner (Pils)" "0.965557511031435"
"American Stout" "Strong Bitter" "0.950555623160341"
"American Stout" "Belgian Blond Ale" "0.954885725479953"
"American Stout" "Fruit Beer" "0.874598960907499"
"American Stout" "Spice  Herb  or Vegetable Beer" "0.85891236669537"
"American Stout" "Belgian Tripel" "0.929350774228342"
"American Stout" "American Wheat or Rye Beer" "0.92352538486783"
"American Stout" "Belgian Pale Ale" "0.954631655130382"
"American Stout" "American Wheat Beer" "0.957204222425837"
"American Stout" "Extra Special/Strong Bitter (ESB)" "0.950674279372833"
"American Stout" "English IPA" "0.957206856083735"
"American Stout" "Cream Ale" "0.946493254613388"
"American Stout" "Double IPA" "0.962750010803944"
"American Stout" "Kölsch" "0.954298121233605"
"American Stout" "Weizen/Weissbier" "0.951564248528195"
"American Stout" "Weissbier" "0.952484742807323"
"American Stout" "California Common Beer" "0.86451779160484"
"American Stout" "Witbier" "0.932317032147253"
"American Stout" "Irish Red Ale" "0.915894397461218"
"American Stout" "Imperial IPA" "0.910335836633636"
"American Stout" "Blonde Ale" "0.948896434634975"
"American Stout" "American Amber Ale" "0.933782275504001"
"American Stout" "Saison" "0.915796309271726"
"American Stout" "American Pale Ale" "0.963353673529591"
"American Stout" "American IPA" "0.930814934941161"
"Imperial IPA" "Standard/Ordinary Bitter" "0.852235833997466"
"Imperial IPA" "Baltic Porter" "0.895349156074754"
"Imperial IPA" "Foreign Extra Stout" "0.91599546566434"
"Imperial IPA" "Imperial Stout" "0.923968987820044"
"Imperial IPA" "British Brown Ale" "0.904130343435778"
"Imperial IPA" "Berliner Weisse" "0.887237605233121"
"Imperial IPA" "Brown Porter" "0.903300746347104"
"Imperial IPA" "Dry Stout" "0.914003893324832"
"Imperial IPA" "Strong Bitter" "0.855961441609361"
"Imperial IPA" "Russian Imperial Stout" "0.92789248149591"
"Imperial IPA" "Specialty IPA: Black IPA" "0.897781456953642"
"Imperial IPA" "American Porter" "0.91591088415472"
"Imperial IPA" "Kölsch" "0.907944391884789"
"Imperial IPA" "Robust Porter" "0.920760701327041"
"Imperial IPA" "Sweet Stout" "0.912524857589795"
"Imperial IPA" "Weizen/Weissbier" "0.86192519120061"
"Imperial IPA" "Oatmeal Stout" "0.918161850542471"
"Imperial IPA" "Weissbier" "0.874313692194487"
"Imperial IPA" "Witbier" "0.868239734395189"
"Imperial IPA" "American Brown Ale" "0.893237124848447"
"Imperial IPA" "Irish Red Ale" "0.873434473126999"
"Imperial IPA" "American Stout" "0.909508706774248"
"Imperial IPA" "Blonde Ale" "0.885736416095426"
"Imperial IPA" "American Pale Ale" "0.86539512912426"
"Blonde Ale" "Holiday/Winter Special Spiced Beer" "0.851914733069232"
"Blonde Ale" "Baltic Porter" "0.918531836838473"
"Blonde Ale" "Foreign Extra Stout" "0.929239766081871"
"Blonde Ale" "Imperial Stout" "0.931451269683643"
"Blonde Ale" "British Brown Ale" "0.883868742454886"
"Blonde Ale" "Belgian Dark Strong Ale" "0.905589293747189"
"Blonde Ale" "Brown Porter" "0.916959064327485"
"Blonde Ale" "Specialty IPA: Red IPA" "0.853311573507412"
"Blonde Ale" "Dry Stout" "0.926466786952794"
"Blonde Ale" "Russian Imperial Stout" "0.941314069487444"
"Blonde Ale" "Belgian Dubbel" "0.8643956168739"
"Blonde Ale" "Belgian Tripel" "0.867744568559704"
"Blonde Ale" "Specialty IPA: Black IPA" "0.924736842105263"
"Blonde Ale" "American Porter" "0.928563376312267"
"Blonde Ale" "Robust Porter" "0.942145593869732"
"Blonde Ale" "Sweet Stout" "0.939969488939741"
"Blonde Ale" "Oatmeal Stout" "0.943167442415563"
"Blonde Ale" "American Brown Ale" "0.896416307673097"
"Blonde Ale" "American Stout" "0.948896434634975"
"Blonde Ale" "Imperial IPA" "0.885736416095426"
"American Amber Ale" "Foreign Extra Stout" "0.873548247042223"
"American Amber Ale" "Imperial Stout" "0.949428441528919"
"American Amber Ale" "Dry Stout" "0.861794003146063"
"American Amber Ale" "Russian Imperial Stout" "0.959024332624616"
"American Amber Ale" "Double IPA" "0.909046270135219"
"American Amber Ale" "Sweet Stout" "0.939850936928492"
"American Amber Ale" "Oatmeal Stout" "0.935998559220771"
"American Amber Ale" "American Stout" "0.933782275504001"
"Saison" "Baltic Porter" "0.863133593666728"
"Saison" "Foreign Extra Stout" "0.885062519617902"
"Saison" "Imperial Stout" "0.889729659267233"
"Saison" "Brown Porter" "0.857993462595647"
"Saison" "Dry Stout" "0.880179014600409"
"Saison" "Russian Imperial Stout" "0.898173809305313"
"Saison" "Specialty IPA: Black IPA" "0.8648751950078"
"Saison" "American Porter" "0.874794550014932"
"Saison" "Robust Porter" "0.8889074183657"
"Saison" "Sweet Stout" "0.898126497142266"
"Saison" "Oatmeal Stout" "0.893417240449016"
"Saison" "American Stout" "0.915796309271726"
"American Pale Ale" "Baltic Porter" "0.952850769177661"
"American Pale Ale" "Foreign Extra Stout" "0.959698209799877"
"American Pale Ale" "Imperial Stout" "0.965448814282901"
"American Pale Ale" "British Brown Ale" "0.903634621192381"
"American Pale Ale" "Belgian Dark Strong Ale" "0.929293946361352"
"American Pale Ale" "Brown Porter" "0.946903503166212"
"American Pale Ale" "Dry Stout" "0.955189246605675"
"American Pale Ale" "Russian Imperial Stout" "0.965849340956391"
"American Pale Ale" "Belgian Tripel" "0.877550010095457"
"American Pale Ale" "Specialty IPA: Black IPA" "0.941988613257422"
"American Pale Ale" "American Porter" "0.954130742843953"
"American Pale Ale" "Double IPA" "0.850183264756259"
"American Pale Ale" "Robust Porter" "0.962798165780875"
"American Pale Ale" "Sweet Stout" "0.963615963897934"
"American Pale Ale" "Oatmeal Stout" "0.960103884879223"
"American Pale Ale" "American Brown Ale" "0.909658735407781"
"American Pale Ale" "American Stout" "0.963353673529591"
"American Pale Ale" "Imperial IPA" "0.86539512912426"
"American IPA" "Baltic Porter" "0.925775700593884"
"American IPA" "Foreign Extra Stout" "0.937632868497705"
"American IPA" "Imperial Stout" "0.936780750817861"
"American IPA" "British Brown Ale" "0.892484180547013"
"American IPA" "Belgian Dark Strong Ale" "0.874588362612702"
"American IPA" "Brown Porter" "0.92163571798476"
"American IPA" "Dry Stout" "0.928093061836873"
"American IPA" "Russian Imperial Stout" "0.937152344106985"
"American IPA" "Specialty IPA: Black IPA" "0.916361988606939"
"American IPA" "American Porter" "0.932411503427832"
"American IPA" "Robust Porter" "0.939213795484443"
"American IPA" "Sweet Stout" "0.929388858406796"
"American IPA" "Oatmeal Stout" "0.936177556416009"
"American IPA" "American Brown Ale" "0.893100213596849"
"American IPA" "American Stout" "0.930814934941161"
